0,0
1,1
2,1
3,2
4,2
5,3
6,5
7,9
8,14
9,19
10,27
11,21
12,16
13,7
14,5
15,4
16,4
17,4
18,2
19,3
20,4
21,3
22,3
23,4
24,5
25,5
26,7
27,5
28,12
29,13
30,8
31,6
32,6
33,4
34,3
35,3
36,7
37,6
38,10
39,12
40,9
41,6
42,3
43,3
44,4
45,5
46,5
47,7
48,8
49,6
50,6
51,7
52,6
53,6
54,5
55,3
56,3
57,4
58,6
59,6
60,6
61,6
62,3
63,3
64,4
65,3
66,5
67,3
68,2
69,1
70,0
71,2
72,4
73,4
74,7
75,10
76,11
77,26
78,20
79,23
80,17
81,9
82,6
83,6
84,5
85,4
86,2
87,2
88,4
89,5
90,4
91,7
92,6
93,5
94,8
95,9
96,11
97,14
98,7
99,5
100,3
101,2
102,6
103,4
104,6
105,7
106,9
107,11
108,7
109,5
110,3
111,4
112,8
113,4
114,2
115,3
116,5
117,3
118,2
119,3
120,6
121,6
122,8
123,6
124,3
125,6
126,3
127,3
128,6
129,6
130,3
131,3
132,4
133,3
134,3
135,3
136,2
137,1
138,1
139,3
140,4
141,4
142,7
143,10
144,11
145,19
146,25
147,23
148,18
149,9
150,8
151,8
152,7
153,2
154,4
155,4
156,6
157,7
158,6
159,9
160,8
161,7
162,9
163,11
164,14
165,7
166,10
167,7
168,5
169,4
170,5
171,6
172,8
173,9
174,11
175,13
176,9
177,7
178,5
179,6
180,10
181,6
182,4
183,5
184,7
185,5
186,4
187,5
188,8
189,8
190,10
191,8
192,5
193,8
194,5
195,5
196,8
197,8
198,5
199,5
200,6
201,5
202,5
203,5
204,4
205,1
206,2
207,3
208,2
209,2
210,5
211,8
212,9
213,21
214,21
215,18
216,17
217,8
218,6
219,4
220,6
221,4
222,5
223,2
224,5
225,5
226,3
227,5
228,4
229,5
230,4
231,3
232,15
233,10
234,8
235,8
236,2
237,4
238,4
239,3
240,5
241,8
242,10
243,12
244,8
245,5
246,4
247,3
248,4
249,2
250,5
251,5
252,3
253,4
254,3
255,4
256,5
257,5
258,5
259,6
260,3
261,4
262,5
263,6
264,4
265,5
266,5
267,6
268,4
269,3
270,3
271,4
272,3
273,1
274,2
275,2
276,2
277,3
278,8
279,9
280,16
281,23
282,27
283,22
284,18
285,10
286,8
287,5
288,5
289,4
290,3
291,2
292,5
293,5
294,4
295,8
296,9
297,7
298,4
299,6
300,9
301,9
302,7
303,6
304,5
305,4
306,3
307,2
308,4
309,6
310,7
311,9
312,8
313,6
314,4
315,4
316,5
317,2
318,4
319,6
320,4
321,4
322,1
323,6
324,5
325,5
326,4
327,6
328,5
329,5
330,6
331,4
332,4
333,5
334,5
335,6
336,4
337,3
338,2
339,1
340,1
341,1
342,1
343,2
344,2
345,3
346,5
347,9
348,14
349,19
350,27
351,21
352,16
353,7
354,5
355,4
356,4
357,4
358,2
359,3
360,4
361,3
362,3
363,4
364,5
365,5
366,7
367,5
368,12
369,13
370,8
371,6
372,6
373,4
374,3
375,3
376,7
377,6
378,10
379,12
380,9
381,6
382,3
383,3
384,4
385,5
386,5
387,7
388,8
389,6
390,6
391,7
392,6
393,6
394,5
395,3
396,3
397,4
398,6
399,6
400,6
401,6
402,3
403,3
404,4
405,3
406,5
407,3
408,2
409,1
410,0
411,2
412,4
413,4
414,7
415,10
416,11
417,26
418,20
419,23
420,17
421,9
422,6
423,6
424,5
425,4
426,2
427,2
428,4
429,5
430,4
431,7
432,6
433,5
434,8
435,9
436,11
437,14
438,7
439,5
440,3
441,2
442,6
443,4
444,6
445,7
446,9
447,11
448,7
449,5
450,3
451,4
452,8
453,4
454,2
455,3
456,5
457,3
458,2
459,3
460,6
461,6
462,8
463,6
464,3
465,6
466,3
467,3
468,6
469,6
470,3
471,3
472,4
473,3
474,3
475,3
476,2
477,1
478,1
479,3
480,4
481,4
482,7
483,10
484,11
485,19
486,25
487,23
488,18
489,9
490,8
491,8
492,7
493,2
494,4
495,4
496,6
497,7
498,6
499,9
500,8
501,7
502,9
503,11
504,14
505,7
506,10
507,7
508,5
509,4
510,5
511,6
512,8
513,9
514,11
515,13
516,9
517,7
518,5
519,6
520,10
521,6
522,4
523,5
524,7
525,5
526,4
527,5
528,8
529,8
530,10
531,8
532,5
533,8
534,5
535,5
536,8
537,8
538,5
539,5
540,6
541,5
542,5
543,5
544,4
545,1
546,2
547,3
548,2
549,2
550,5
551,8
552,9
553,21
554,21
555,18
556,17
557,8
558,6
559,4
560,6
561,4
562,5
563,2
564,5
565,5
566,3
567,5
568,4
569,5
570,4
571,3
572,15
573,10
574,8
575,8
576,2
577,4
578,4
579,3
580,5
581,8
582,10
583,12
584,8
585,5
586,4
587,3
588,4
589,2
590,5
591,5
592,3
593,4
594,3
595,4
596,5
597,5
598,5
599,6
600,3
601,4
602,5
603,6
604,4
605,5
606,5
607,6
608,4
609,3
610,3
611,4
612,3
613,1
614,2
615,2
616,2
617,3
618,8
619,9
620,16
621,23
622,27
623,22
624,18
625,10
626,8
627,5
628,5
629,4
630,3
631,2
632,5
633,5
634,4
635,8
636,9
637,7
638,4
639,6
640,9
641,9
642,7
643,6
644,5
645,4
646,3
647,2
648,4
649,6
650,7
651,9
652,8
653,6
654,4
655,4
656,5
657,2
658,4
659,6
660,4
661,4
662,1
663,6
664,5
665,5
666,4
667,6
668,5
669,5
670,6
671,4
672,4
673,5
674,5
675,6
676,4
677,3
678,2
679,1
680,1
681,1
682,1
683,2
684,2
685,3
686,5
687,9
688,14
689,19
690,27
691,21
692,16
693,7
694,5
695,4
696,4
697,4
698,2
699,3
700,4
701,3
702,3
703,4
704,5
705,5
706,7
707,5
708,12
709,13
710,8
711,6
712,6
713,4
714,3
715,3
716,7
717,6
718,10
719,12
720,9
721,6
722,3
723,3
724,4
725,5
726,5
727,7
728,8
729,6
730,6
731,7
732,6
733,6
734,5
735,3
736,3
737,4
738,6
739,6
740,6
741,6
742,3
743,3
744,4
745,3
746,5
747,3
748,2
749,1
750,0
751,2
752,4
753,4
754,7
755,10
756,11
757,26
758,20
759,23
760,17
761,9
762,6
763,6
764,5
765,4
766,2
767,2
768,4
769,5
770,4
771,7
772,6
773,5
774,8
775,9
776,11
777,14
778,7
779,5
780,3
781,2
782,6
783,4
784,6
785,7
786,9
787,11
788,7
789,5
790,3
791,4
792,8
793,4
794,2
795,3
796,5
797,3
798,2
799,3
800,6
801,6
802,8
803,6
804,3
805,6
806,3
807,3
808,6
809,6
810,3
811,3
812,4
813,3
814,3
815,3
816,2
817,1
818,1
819,3
820,4
821,4
822,7
823,10
824,11
825,19
826,25
827,23
828,18
829,9
830,8
831,8
832,7
833,2
834,4
835,4
836,6
837,7
838,6
839,9
840,8
841,7
842,9
843,11
844,14
845,7
846,10
847,7
848,5
849,4
850,5
851,6
852,8
853,9
854,11
855,13
856,9
857,7
858,5
859,6
860,10
861,6
862,4
863,5
864,7
865,5
866,4
867,5
868,8
869,8
870,10
871,8
872,5
873,8
874,5
875,5
876,8
877,8
878,5
879,5
880,6
881,5
882,5
883,5
884,4
885,1
886,2
887,3
888,2
889,2
890,5
891,8
892,9
893,21
894,21
895,18
896,17
897,8
898,6
899,4
900,6
901,4
902,5
903,2
904,5
905,5
906,3
907,5
908,4
909,5
910,4
911,3
912,15
913,10
914,8
915,8
916,2
917,4
918,4
919,3
920,5
921,8
922,10
923,12
924,8
925,5
926,4
927,3
928,4
929,2
930,5
931,5
932,3
933,4
934,3
935,4
936,5
937,5
938,5
939,6
940,3
941,4
942,5
943,6
944,4
945,5
946,5
947,6
948,4
949,3
950,3
951,4
952,3
953,1
954,2
955,2
956,2
957,3
958,8
959,9
960,16
961,23
962,27
963,22
964,18
965,10
966,8
967,5
968,5
969,4
970,3
971,2
972,5
973,5
974,4
975,8
976,9
977,7
978,4
979,6
980,9
981,9
982,7
983,6
984,5
985,4
986,3
987,2
988,4
989,6
990,7
991,9
992,8
993,6
994,4
995,4
996,5
997,2
998,4
999,6
1000,4
1001,4
1002,1
1003,6
1004,5
1005,5
1006,4
1007,6
1008,5
1009,5
1010,6
1011,4
1012,4
1013,5
1014,5
1015,6
1016,4
1017,3
1018,2
1019,1
1020,1
1021,1
1022,1
1023,2
1024,2
1025,3
1026,5
1027,9
1028,14
1029,19
1030,27
1031,21
1032,16
1033,7
1034,5
1035,4
1036,4
1037,4
1038,2
1039,3
1040,4
1041,3
1042,3
1043,4
1044,5
1045,5
1046,7
1047,5
1048,12
1049,13
1050,8
1051,6
1052,6
1053,4
1054,3
1055,3
1056,7
1057,6
1058,10
1059,12
1060,9
1061,6
